sim_num,date,virus_id,tool_id,count,weight
1,27,0,-1,1,1
3,19,0,0,1,1
6,28,0,-1,1,1
11,28,0,0,1,1
12,37,0,0,1,1
13,8,0,0,1,1
13,37,0,0,1,1
14,52,0,0,1,1
16,38,0,-1,1,1
16,42,0,-1,1,1
16,47,0,-1,1,1
20,44,0,0,1,1
25,24,0,-1,1,1
25,56,0,0,1,1
26,29,0,-1,1,1
26,42,0,-1,1,1
26,46,0,-1,1,1
26,59,0,-1,1,1
27,33,0,-1,1,1
29,40,0,-1,1,1
29,37,0,0,1,1
32,43,0,-1,1,1
32,51,0,0,1,1
33,21,0,-1,1,1
34,48,0,-1,1,1
34,43,0,0,1,1
37,59,0,-1,1,1
39,8,0,0,1,1
40,12,0,0,1,1
41,41,0,-1,1,1
41,4,0,0,1,1
42,40,0,-1,1,1
42,6,0,0,1,1
43,23,0,0,1,1
44,52,0,-1,1,1
45,6,0,0,1,1
46,7,0,0,1,1
54,9,0,0,1,1
55,43,0,-1,1,1
60,21,0,-1,1,1
60,11,0,0,1,1
61,40,0,-1,1,1
61,37,0,0,1,1
61,43,0,0,1,1
65,12,0,0,1,1
68,39,0,-1,1,1
68,51,0,-1,1,1
68,27,0,0,1,1
68,45,0,0,1,1
69,18,0,0,1,1
69,47,0,0,1,1
71,18,0,-1,1,1
71,25,0,-1,1,1
71,39,0,-1,1,1
73,16,0,-1,1,1
73,49,0,-1,1,1
73,36,0,0,1,1
75,21,0,0,1,1
76,30,0,-1,1,1
76,12,0,0,1,1
83,36,0,-1,1,1
84,15,0,-1,1,1
84,31,0,-1,1,1
84,34,0,-1,1,1
86,57,0,0,1,1
87,33,0,0,1,1
87,36,0,0,1,1
87,49,0,0,1,1
90,11,0,0,1,1
92,44,0,-1,1,1
92,46,0,-1,1,1
93,31,0,0,1,1
98,18,0,0,1,1
98,22,0,0,1,1
98,39,0,0,1,1
100,49,0,-1,1,1
103,14,0,0,1,1
104,24,0,0,1,1
108,42,0,-1,1,1
108,4,0,0,1,1
112,55,0,-1,1,1
112,5,0,0,1,1
113,21,0,-1,1,1
113,24,0,-1,1,1
113,25,0,-1,1,1
113,19,0,0,1,1
116,35,0,-1,1,1
117,35,0,-1,1,1
117,16,0,0,2,2
117,40,0,0,1,1
120,42,0,-1,1,1
122,20,0,-1,1,1
125,38,0,-1,1,1
125,17,0,0,1,1
125,23,0,0,1,1
125,32,0,0,1,1
129,12,0,0,1,1
130,52,0,-1,1,1
130,56,0,-1,1,1
131,17,0,-1,1,1
131,28,0,-1,1,1
131,42,0,-1,1,1
131,56,0,-1,1,1
131,55,0,0,1,1
132,43,0,-1,1,1
133,32,0,-1,1,1
133,34,0,0,1,1
136,28,0,-1,1,1
142,43,0,-1,1,1
146,13,0,-1,1,1
146,23,0,-1,1,1
147,19,0,-1,1,1
147,38,0,-1,1,1
147,54,0,-1,1,1
147,52,0,0,1,1
149,25,0,-1,1,1
149,44,0,-1,1,1
149,35,0,0,1,1
151,16,0,0,1,1
152,21,0,0,1,1
154,30,0,0,1,1
154,57,0,0,1,1
160,37,0,0,1,1
161,24,0,0,1,1
162,34,0,-1,1,1
162,40,0,-1,1,1
162,17,0,0,1,1
163,25,0,-1,1,1
165,12,0,0,1,1
167,41,0,-1,1,1
169,38,0,-1,1,1
169,48,0,-1,1,1
169,60,0,-1,1,1
170,23,0,-1,1,1
170,50,0,-1,1,1
173,24,0,-1,1,1
173,31,0,-1,1,1
174,38,0,0,1,1
176,58,0,-1,1,1
178,11,0,0,1,1
183,39,0,-1,1,1
184,18,0,0,1,1
187,8,0,0,1,1
187,34,0,0,1,1
187,36,0,0,1,1
187,54,0,0,1,1
188,43,0,-1,1,1
188,59,0,-1,1,1
189,16,0,-1,1,1
190,17,0,0,1,1
191,4,0,0,1,1
192,38,0,-1,1,1
195,27,0,-1,1,1
195,37,0,-1,1,1
196,49,0,-1,1,1
197,40,0,-1,1,1
197,34,0,0,1,1
197,41,0,0,1,1
198,55,0,0,1,1
199,4,0,0,1,1
