sim_num,date,virus_id,tool_id,count,weight
2,14,0,0,1,1
8,16,0,0,1,1
10,9,0,0,1,1
10,28,0,0,1,1
13,27,0,-1,1,1
13,34,0,-1,1,1
13,4,0,0,1,1
13,30,0,0,1,1
14,37,0,0,1,1
15,32,0,-1,1,1
22,26,0,-1,1,1
24,29,0,0,1,1
28,9,0,0,1,1
30,16,0,0,1,1
35,15,0,0,1,1
37,12,0,0,1,1
38,44,0,0,1,1
39,42,0,-1,1,1
44,13,0,0,1,1
47,32,0,-1,1,1
48,4,0,-1,1,1
49,46,0,0,1,1
54,27,0,0,1,1
63,33,0,0,1,1
65,19,0,0,1,1
66,39,0,-1,1,1
70,26,0,0,1,1
73,60,0,-1,1,1
73,24,0,0,1,1
77,12,0,-1,1,1
78,26,0,0,1,1
85,15,0,0,1,1
85,30,0,0,1,1
86,29,0,-1,1,1
86,34,0,-1,1,1
86,28,0,0,1,1
93,39,0,-1,1,1
98,27,0,-1,1,1
99,28,0,0,1,1
101,17,0,-1,1,1
105,10,0,0,1,1
106,26,0,0,1,1
108,19,0,0,1,1
111,21,0,0,1,1
112,8,0,0,1,1
113,23,0,0,1,1
113,31,0,0,1,1
113,49,0,0,1,1
115,5,0,0,1,1
116,16,0,0,1,1
117,31,0,-1,1,1
117,60,0,-1,1,1
117,21,0,0,1,1
117,39,0,0,1,1
118,25,0,0,1,1
121,25,0,-1,1,1
121,31,0,-1,1,1
121,16,0,0,1,1
122,54,0,-1,1,1
122,31,0,0,1,1
122,43,0,0,1,1
123,21,0,0,1,1
130,10,0,0,1,1
134,19,0,-1,1,1
135,16,0,0,1,1
137,12,0,0,1,1
144,26,0,-1,1,1
147,5,0,0,1,1
149,23,0,0,1,1
154,21,0,0,1,1
155,15,0,0,1,1
155,35,0,0,1,1
157,58,0,-1,1,1
163,19,0,-1,1,1
163,22,0,0,1,1
164,12,0,0,1,1
165,52,0,-1,1,1
167,32,0,0,1,1
170,30,0,0,1,1
170,40,0,0,1,1
177,22,0,-1,1,1
179,51,0,0,1,1
185,12,0,0,1,1
188,52,0,-1,1,1
192,50,0,-1,1,1
192,35,0,0,1,1
196,12,0,0,1,1
198,14,0,0,1,1
198,19,0,0,1,1
200,50,0,-1,1,1
