sim_num,date,virus_id,tool_id,count,weight
175,51,0,-1,1,1
175,53,0,-1,1,1
175,54,0,-1,1,1
175,60,0,-1,1,1
176,44,0,-1,1,1
176,45,0,-1,1,1
177,45,0,-1,1,1
177,49,0,-1,1,1
177,14,0,0,1,1
179,11,0,-1,1,1
179,16,0,-1,1,1
179,26,0,-1,1,1
179,34,0,-1,1,1
183,18,0,-1,1,1
183,12,0,0,1,1
186,30,0,-1,1,1
186,41,0,-1,1,1
187,23,0,-1,1,1
187,29,0,-1,1,1
187,42,0,-1,1,1
187,43,0,-1,1,1
187,48,0,-1,1,1
187,50,0,-1,1,1
188,19,0,-1,1,1
188,28,0,-1,1,1
189,22,0,-1,1,1
189,23,0,-1,1,1
189,44,0,-1,2,2
189,52,0,-1,1,1
189,53,0,-1,1,1
189,58,0,0,1,1
190,21,0,0,1,1
191,57,0,-1,1,1
192,50,0,-1,1,1
193,15,0,0,1,1
195,10,0,0,1,1
197,5,0,0,1,1
